Gender,USCitizen,English,POE,ID,BooksReadSummer,ReadProgHS,PartReadProgHS,OwnBookSummer,PercentReadSummer,WhyNotRead,FamilyRead,SummerSurvey,QuizScore,FirstGen,PercentReadSummerFollowup,PercentReadSemester,Reread,CWSRead,CWSWrite,Think,Challenge,EnjoyBook,EventAdd,CourseList,FollowupSurvey,Book,Year,ReadSummer,ReadFollowup,ReadSemester,AttendEvent,Englsh,FamilyMemberWhoRead,CourseEffect,ConversationsCount,ConverstationsWith,ConversationsFamily,ConversationNumberPeople,ConversationTopic,BookOwn,BookLength,BookDifficulty,KnowSummerRead,WhichOrientation,FamilyMemberRead
Male,Yes,Yes,Natural Sciences,1166506,1,Yes,Yes,Yes,100,,No,Yes,1,No,100,100,No,All of the book,Response/Reflection Paper,3,4,2,,,Yes,Handmaid's Tale,2017,Yes,Yes,Yes,No,,,No,1,An Individual,,1,,,3,4,Classmate,August,
Male,Yes,Yes,Natural Sciences,1166185,3,Yes,No,Yes,,I was too busy to finish,No,Yes,0.75,No,20,20,No,The book was not assigned.,None,2,4,2,,,Yes,Handmaid's Tale,2017,,No,No,No,,,No,1,An Individual,Parents,0,,,3,3,Email,June,
Male,No,No,Social Sciences,1166213,2,No,No,Yes,50,I wasn't interested in the topic,No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,4,Email,August,
Female,Yes,Yes,Social Sciences,952408,10,No,No,Yes,100,,Yes,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,3,Orientation,June,Parent
Female,Yes,Yes,Humanities,1151641,1,No,No,Yes,85,I was too busy to finish,No,Yes,0.75,Yes,0,0,No,The book was not assigned.,None,,,,,,Yes,Handmaid's Tale,2017,Yes,No,No,No,,,No,0,,,0,,,4,3,Orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,No,0,0,No,The book was not assigned.,None,3,3,3,,,Yes,Handmaid's Tale,2017,Yes,No,No,No,,,No,2,An Individual,,0,,,3,5,orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,No,100,100,Yes,All of the book,Formal Essay for CWS,3,3,3,,,Yes,Handmaid's Tale,2017,Yes,Yes,Yes,No,,,No,3,"An Individual, Group",Parents,2,,,3,5,orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,No,1,0,No,The book was not assigned.,None,4,2,3,,,Yes,Handmaid's Tale,2017,Yes,No,No,No,,,No,2,An Individual,,4,,,3,5,orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,No,1,0,No,The book was not assigned.,None,2,2,2,1,,Yes,Handmaid's Tale,2017,Yes,No,No,Yes,,,No,5,"An Individual, Group",Parents,4,,,3,5,orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,Yes,85,95,Yes,Some of the chapters in the book.,Formal Essay for CWS,1,1,1,1,,Yes,Handmaid's Tale,2017,Yes,Yes,Yes,Yes,,,No,,Group,Siblings,10,,,3,5,orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,Yes,30,70,No,All of the book,Response/Reflection Paper,4,3,1,,,Yes,Handmaid's Tale,2017,Yes,No,No,No,,,No,2,An Individual,,2,,,3,5,orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,No,100,0,No,The book was not assigned.,None,2,3,1,,,Yes,Handmaid's Tale,2017,Yes,Yes,No,No,,,No,0,,,,,,3,5,orientation,June,
,,,,,2,Yes,Yes,Yes,98,,No,Yes,,No,100,100,Yes,All of the book,Formal Essay for CWS,4,3,3,,,Yes,Handmaid's Tale,2017,Yes,Yes,Yes,No,,,No,,,,,,,3,5,orientation,June,
Male,Yes,Yes,Natural Sciences,1119761,0,Yes,No,Yes,25,"I was too busy to finish, I didn't see the point of the assignment, I lost interest/thought the book was boring",No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,"Email, Orientation",June,
Female,No,Yes,Natural Sciences,1166333,0,No,No,No,0,,,Yes,,No,0,1,No,All of the book,"Formal Essay for CWS, Response/Reflection Paper",2,3,2,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,1,An Individual,,1,,,,,Email,August,
Male,Yes,Yes,Social Sciences,1169658,0,No,No,Yes,0,I wasn't interested in the topic,No,Yes,0,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Female,Yes,Yes,Natural Sciences,1151658,1,No,No,Yes,50,"I was too busy to finish, I lost interest/thought the book was boring",No,Yes,0.5,No,75,100,Yes,All of the book,Formal Essay for CWS,4,4,3,,,Yes,Handmaid's Tale,2017,No,No,Yes,No,,,No,4,"An Individual, Group",,2,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,No,0,0,No,The book was not assigned.,None,3,3,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,0,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,No,100,100,Yes,All of the book,Formal Essay for CWS,3,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,3,"An Individual, Group",Parents,2,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,No,1,0,No,The book was not assigned.,None,4,2,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,4,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,No,1,0,No,The book was not assigned.,None,2,2,2,1,,Yes,Handmaid's Tale,2017,No,No,No,Yes,,,No,5,"An Individual, Group",Parents,4,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,Yes,85,95,Yes,Some of the chapters in the book.,Formal Essay for CWS,1,1,1,1,,Yes,Handmaid's Tale,2017,No,Yes,Yes,Yes,,,No,,Group,Siblings,10,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,Yes,30,70,No,All of the book,Response/Reflection Paper,4,3,1,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,2,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,No,100,0,No,The book was not assigned.,None,2,3,1,,,Yes,Handmaid's Tale,2017,No,Yes,No,No,,,No,0,,,,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,1,No,Yes,Yes,60,"I was too busy to finish, I wasn't interested in the topic",No,Yes,0.25,No,100,100,Yes,All of the book,Formal Essay for CWS,4,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,,,,,,,3,4,Orientation,June,
Male,Yes,Yes,Social Sciences,1151391,2,Yes,Yes,Yes,1,,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,No,0,0,No,The book was not assigned.,None,3,3,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,0,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,No,100,100,Yes,All of the book,Formal Essay for CWS,3,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,3,"An Individual, Group",Parents,2,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,No,1,0,No,The book was not assigned.,None,4,2,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,4,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,No,1,0,No,The book was not assigned.,None,2,2,2,1,,Yes,Handmaid's Tale,2017,No,No,No,Yes,,,No,5,"An Individual, Group",Parents,4,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,Yes,85,95,Yes,Some of the chapters in the book.,Formal Essay for CWS,1,1,1,1,,Yes,Handmaid's Tale,2017,No,Yes,Yes,Yes,,,No,,Group,Siblings,10,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,Yes,30,70,No,All of the book,Response/Reflection Paper,4,3,1,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,2,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,No,100,0,No,The book was not assigned.,None,2,3,1,,,Yes,Handmaid's Tale,2017,No,Yes,No,No,,,No,0,,,,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Natural Sciences,,0,No,No,Yes,20,I was too busy to finish,Yes,Yes,0.5,No,100,100,Yes,All of the book,Formal Essay for CWS,4,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,,,,,,,3,2,Upper Classman,June,mom
Male,Yes,Yes,Humanities,1171733,1,Yes,Yes,Yes,75,I was too busy to finish,No,Yes,,No,50,1,Yes,All of the book,Formal Essay for CWS,4,4,3,5,,Yes,Handmaid's Tale,2017,No,No,No,Yes,,,No,1,Group,,approximately 10,,,3,3,Orientation,June,
Male,No,No,Humanities,1173154,1,No,No,No,,,,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,,,,,,,,,,,,,,,,Email,August,
Male,Yes,Yes,Social Sciences,1162549,2,Yes,Yes,Yes,5,"I was too busy to finish, I lost interest/thought the book was boring",No,Yes,0.25,Yes,49,80,Yes,All of the book,Formal Essay for CWS,2,2,4,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,Group,,2,,,3,3,Classmate,June,
Male,Yes,Yes,,1169727,0,No,No,Yes,0,"I was too busy to finish, I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,,,Orientation,June,
Male,No,No,Natural Sciences,1171752,5,No,No,Yes,100,,No,Yes,0.75,Yes,100,0,No,The book was not assigned.,None,1,1,1,,,Yes,Handmaid's Tale,2017,Yes,Yes,No,No,,,No,20,An Individual,Parents,10,,,,5,Email,August,
Female,Yes,Yes,Natural Sciences,1151369,16,Yes,Yes,Yes,100,,Yes,Yes,0.5,No,1,1,Yes,All of the book,Formal Essay for CWS,5,5,5,,,Yes,Handmaid's Tale,2017,Yes,No,No,No,,,No,3,"An Individual, Group",Parents,2,,,2,3,Orientation,June,Father
Female,Yes,Yes,Natural Sciences,1156060,3,No,No,Yes,1,,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,2,Orientation,June,
Male,Yes,Yes,Natural Sciences,1162504,1,No,No,Yes,33,I was too busy to finish,No,Yes,0.5,No,20,100,Yes,All of the book,Formal Essay for CWS,2,3,2,,,Yes,Handmaid's Tale,2017,No,No,Yes,No,,,No,5,"An Individual, Group",,4,,,4,3,Orientation,June,
Male,Yes,Yes,Natural Sciences,1116956,1,No,No,Yes,10,I was too busy to finish,No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,August,
Male,No,No,Natural Sciences,1172349,,Yes,Yes,Yes,10,I was too busy to finish,No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Classmate,August,
Female,Yes,Yes,Natural Sciences,1151488,1,Yes,Yes,Yes,4,"I was too busy to finish, I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Female,Yes,Yes,Social Sciences,1151837,3,Yes,Yes,Yes,1,,Yes,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,2,Orientation,June,Mother
Female,Yes,Yes,Humanities,1151327,1,No,No,Yes,100,,No,Yes,0.5,No,1,1,Yes,All of the book,Formal Essay for CWS,2,2,3,,,Yes,Handmaid's Tale,2017,Yes,No,No,No,,,No,0,,"Parents, Siblings",2,,,3,3,Orientation,June,N/A
Female,Yes,Yes,Natural Sciences,1151851,10,No,No,Yes,100,,No,Yes,0.25,No,1,1,Yes,All of the book,Formal Essay for CWS,1,1,1,1,,Yes,Handmaid's Tale,2017,Yes,No,No,Yes,,,No,4,"An Individual, Group",,5,,,3,4,Orientation,June,
Female,Yes,Yes,Exploratory,1117090,4,No,No,Yes,100,,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,4,Orientation,June,
Male,Yes,Yes,Social Sciences,1172717,1,No,No,No,50,"I was too busy to finish, I don't like reading, I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,1,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,5,3,Orientation,June,
Female,Yes,Yes,Humanities,1166358,1,Yes,Yes,Yes,100,,Yes,Yes,0.5,No,100,0,Yes,The book was not assigned.,None,4,2,4,,,Yes,Handmaid's Tale,2017,Yes,Yes,No,No,,,No,0,,Parents,2,,,3,1,Email,June,Mother
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,No,0,0,No,The book was not assigned.,None,3,3,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,0,,,5,5,Orientation,August,
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,No,100,100,Yes,All of the book,Formal Essay for CWS,3,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,3,"An Individual, Group",Parents,2,,,5,5,Orientation,August,
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,No,1,0,No,The book was not assigned.,None,4,2,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,4,,,5,5,Orientation,August,
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,No,1,0,No,The book was not assigned.,None,2,2,2,1,,Yes,Handmaid's Tale,2017,No,No,No,Yes,,,No,5,"An Individual, Group",Parents,4,,,5,5,Orientation,August,
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,Yes,85,95,Yes,Some of the chapters in the book.,Formal Essay for CWS,1,1,1,1,,Yes,Handmaid's Tale,2017,No,Yes,Yes,Yes,,,No,,Group,Siblings,10,,,5,5,Orientation,August,
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,Yes,30,70,No,All of the book,Response/Reflection Paper,4,3,1,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,2,,,5,5,Orientation,August,
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,No,100,0,No,The book was not assigned.,None,2,3,1,,,Yes,Handmaid's Tale,2017,No,Yes,No,No,,,No,0,,,,,,5,5,Orientation,August,
Male,No,No,Humanities,,1,No,No,No,0,I wasn't interested in the topic,No,Yes,,No,100,100,Yes,All of the book,Formal Essay for CWS,4,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,,,,,,,5,5,Orientation,August,
Female,Yes,Yes,Humanities,1152028,5,Yes,Yes,Yes,50,I was too busy to finish,No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,2,"Email, Orientation",June,
Female,Yes,Yes,Natural Sciences,1149449,3,No,No,Yes,100,,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,3,Orientation,June,
Male,Yes,Yes,Humanities,1151646,2,No,No,Yes,100,,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,2,3,Orientation,June,
Male,Yes,Yes,Exploratory,1171937,1,No,No,Yes,25,I was too busy to finish,No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Read it in highschool,June,
Female,No,Yes,Arts,1166186,1,No,No,No,,,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,,,,,,,,,,,,,,,,Email,August,
Male,Yes,Yes,Exploratory,1092956,0,Yes,Yes,Yes,0,"I was too busy to finish, I lost interest/thought the book was boring, I wasn't interested in the topic",Yes,Yes,,No,0,100,No,All of the book,Formal Essay for CWS,3,3,3,,,Yes,Handmaid's Tale,2017,No,No,Yes,No,,,No,0,,,0,,,3,3,Orientation,June,sister
Female,No,No,Natural Sciences,1151786,0,No,No,No,0,I don't like reading,No,Yes,,No,50,15,No,The book was not assigned.,None,3,3,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,0,,,0,,,5,3,Email,August,
Male,Yes,Yes,Natural Sciences,1151335,1,Yes,Yes,Yes,100,,No,Yes,0.75,No,100,100,No,The book was not assigned.,None,2,4,5,,,Yes,Handmaid's Tale,2017,Yes,Yes,Yes,No,,,No,2,Group,"Parents, Siblings",6,,,3,3,Orientation,June,
Female,Yes,Yes,Humanities,1171730,2,No,No,Yes,50,"I was too busy to finish, I lost interest/thought the book was boring",No,Yes,,No,50,0,No,The book was not assigned.,None,2,3,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,0,,,0,,,3,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,1166282,0,No,No,No,0,I don't like reading,No,Yes,,No,0,0,No,The book was not assigned.,None,3,3,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,0,,,0,,,3,3,Orientation,June,
Female,No,No,Natural Sciences,1151619,3,Yes,Yes,Yes,100,,No,Yes,0.5,No,100,0,No,The book was not assigned.,"Free write in a class, Response/Reflection Paper",4,4,5,4,,Yes,Handmaid's Tale,2017,Yes,Yes,No,Yes,,,No,2,An Individual,Other Family Members,1,,,3,3,Email,August,
Male,Yes,Yes,Natural Sciences,1152027,0,No,No,Yes,20,"I was too busy to finish, I don't like reading, I lost interest/thought the book was boring",Yes,Yes,1,No,10,0,No,The book was not assigned.,None,3,3,5,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,None,,Parents,3,,,4,4,Orientation,June,Mom
Male,Yes,Yes,Humanities,1151730,1,No,No,Yes,10,"I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Trans/NonBinary,Yes,Yes,Humanities,1162559,1,No,No,No,10,"I was too busy to finish, I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,5,4,Orientation,June,
Male,Yes,Yes,Natural Sciences,1150484,1,No,No,Yes,90,,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,3,Orientation,June,
Male,Yes,Yes,Natural Sciences,1172299,1,No,No,No,0,,No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Female,Yes,Yes,Natural Sciences,1151436,4,Yes,Yes,Yes,100,,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,2,Orientation,June,
Male,Yes,Yes,Humanities,971480,1,No,No,Yes,100,,No,Yes,1,No,100,0,No,All of the book,None,2,2,4,,,Yes,Handmaid's Tale,2017,Yes,Yes,No,No,,,No,3,"An Individual, Group",,2,,,3,3,Orientation,June,
Male,Yes,Yes,Natural Sciences,1151440,1,No,No,Yes,52,I lost interest/thought the book was boring,Yes,Yes,0.5,No,60,80,No,Some of the chapters in the book.,Formal Essay for CWS,3,5,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,1,Group,Parents,2,,,3,3,Orientation,June,Mother
Male,Yes,Yes,Exploratory,1151567,1,No,No,No,5,I was too busy to finish,No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Male,Yes,Yes,Natural Sciences,1155995,1,No,No,Yes,10,"I was too busy to finish, I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Male,Yes,Yes,Humanities,1166509,0,No,No,No,0,I don't like reading,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,5,3,Orientation,June,none
Male,Yes,Yes,Natural Sciences,1166253,1,No,No,Yes,10,"I was too busy to finish, I don't like reading, I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,5,3,Orientation,June,
Female,Yes,Yes,Humanities,1166479,4,No,No,Yes,50,I don't like reading,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,2,Orientation,June,
Female,Yes,Yes,Natural Sciences,1152071,2,Yes,Yes,Yes,100,,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,2,Orientation,June,
Female,Yes,Yes,Natural Sciences,1151877,,No,No,Yes,75,,Yes,Yes,,No,66,34,No,The book was not assigned.,None,5,5,5,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,"An Individual, Group",Parents,3,,,3,3,Orientation,June,Daughter
Male,Yes,Yes,Natural Sciences,1166247,0,No,No,Yes,50,"I was too busy to finish, I lost interest/thought the book was boring, I wasn't interested in the topic",No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Male,Yes,No,Natural Sciences,1151707,3,Yes,Yes,Yes,100,,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,3,Orientation,June,
Female,Yes,Yes,Natural Sciences,1151612,5,Yes,Yes,Yes,100,,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,3,Orientation,June,
Male,Yes,Yes,Exploratory,1159835,2,No,No,Yes,100,,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,2,2,Orientation,June,
Male,Yes,No,Humanities,1172745,1,No,Yes,No,10,"I don't like reading, I didn't see the point of the assignment",No,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,4,4,Classmate,August,
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,No,0,0,No,The book was not assigned.,None,3,3,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,0,,,3,2,Email,June,n/a
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,No,100,100,Yes,All of the book,Formal Essay for CWS,3,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,3,"An Individual, Group",Parents,2,,,3,2,Email,June,n/a
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,No,1,0,No,The book was not assigned.,None,4,2,3,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,4,,,3,2,Email,June,n/a
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,No,1,0,No,The book was not assigned.,None,2,2,2,1,,Yes,Handmaid's Tale,2017,No,No,No,Yes,,,No,5,"An Individual, Group",Parents,4,,,3,2,Email,June,n/a
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,Yes,85,95,Yes,Some of the chapters in the book.,Formal Essay for CWS,1,1,1,1,,Yes,Handmaid's Tale,2017,No,Yes,Yes,Yes,,,No,,Group,Siblings,10,,,3,2,Email,June,n/a
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,Yes,30,70,No,All of the book,Response/Reflection Paper,4,3,1,,,Yes,Handmaid's Tale,2017,No,No,No,No,,,No,2,An Individual,,2,,,3,2,Email,June,n/a
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,No,100,0,No,The book was not assigned.,None,2,3,1,,,Yes,Handmaid's Tale,2017,No,Yes,No,No,,,No,0,,,,,,3,2,Email,June,n/a
Male,Yes,Yes,Natural Sciences,,0,Yes,Yes,Yes,0,"I was too busy to finish, I didn't see the point of the assignment",No,Yes,,No,100,100,Yes,All of the book,Formal Essay for CWS,4,3,3,,,Yes,Handmaid's Tale,2017,No,Yes,Yes,No,,,No,,,,,,,3,2,Email,June,n/a
Male,Yes,Yes,Exploratory,1151899,2,Yes,Yes,Yes,40,I was too busy to finish,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,2,Email,August,
Male,Yes,Yes,Natural Sciences,1172327,2,Yes,Yes,Yes,100,,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,2,"Email, Orientation",June,
Female,Yes,Yes,Natural Sciences,1151574,4,No,No,Yes,100,,No,Yes,0.5,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,4,2,Email,August,
Female,Yes,Yes,Natural Sciences,1169699,2,Yes,Yes,Yes,17,I was too busy to finish,No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,
Female,Yes,Yes,Natural Sciences,1162568,5,No,Yes,Yes,75,I was too busy to finish,Yes,Yes,0.25,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,3,3,Orientation,June,Aunt
Male,Yes,Yes,Natural Sciences,1151864,1,No,No,Yes,90,I wasn't interested in the topic,No,Yes,0.75,,,,,,,,,,,,,Handmaid's Tale,2017,Yes,,,,,,,,,,,,,3,3,Orientation,June,
Female,Yes,Yes,Arts,1162508,0,No,No,No,0,,No,Yes,,,,,,,,,,,,,,Handmaid's Tale,2017,No,,,,,,,,,,,,,,,Classmate,August,
Female,Yes,No,Arts,1142534,1,Yes,Yes,Yes,100,,No,Yes,0.25,No,1,1,No,The book was not assigned.,None,3,3,5,,,Yes,Handmaid's Tale,2017,Yes,No,No,No,,,No,1,An Individual,Parents,0,,,4,3,Email,August,
Female,Yes,Yes,Exploratory,1166569,20,No,Yes,Yes,100,,No,Yes,0.5,No,100,100,No,The book was not assigned.,None,3,3,1,,,Yes,Handmaid's Tale,2017,Yes,Yes,Yes,No,,,No,2,An Individual,"Parents, Siblings",3,,,2,3,Orientation,June,
